,Объект_1,ИНН_1,Связь,Объект_2,ИНН_2
579,Авен Петр Олегович,770400328495,Высокая,"ООО ""ПЕТРОЛИЗИНГ""",6165123485
580,Авен Петр Олегович,770400328495,Высокая,"ООО ""ПРЕМИАЛЬНЫЙ ВРАЧ""",9729310952
581,"ООО ""НЦ ТЕХНОСПАРК""",5046075713,Высокая,"ООО ""ЛИТЭКО""",7751218998
582,"ООО ""НЦ ТЕХНОСПАРК""",5046075713,Высокая,"ООО ""ОПЕРАТОР ЭЛЕКТРОДВИЖЕНИЯ""",9728049431
583,"ООО ""ТОЛИНГ""",7728780824,Высокая,Бокарев Андрей Рэмович,771312791603
584,"ООО ""ТОЛИНГ""",7728780824,Высокая,"ООО ""НЕВСКАЯ ТРУБОПРОВОДНАЯ КОМПАНИЯ""",4707029837
585,"ООО ""ЖУРАВСКОЕ ХОЛДИНГ""",7728200248,Высокая,Аристов Игорь Витальевич,772905700782
586,"ООО ""ЖУРАВСКОЕ ХОЛДИНГ""",7728200248,Высокая,"ООО ""НЕВСКАЯ ТРУБОПРОВОДНАЯ КОМПАНИЯ""",4707029837
587,Соколов Андрей Борисович,773604681440,Высокая,"АО ""АЛЬФА-БАНК""",7728168971
588,Соколов Андрей Борисович,773604681440,Высокая,"ООО ""ПРЕМИАЛЬНЫЙ ВРАЧ""",9729310952
589,"ПАО ""РУСГИДРО""",2460066195,Высокая,"ФЛ ПАО ""РУСГИДРО"" - ""ЗАГОРСКАЯ ГАЭС""",2460066195
590,"ПАО ""РУСГИДРО""",2460066195,Высокая,Шульгинов Николай Григорьевич,263204964309
591,"ООО ""ДНС ГРУПП""",2543083050,Высокая,"ООО ""ДНС РИТЕЙЛ""",2540167061
592,"ООО ""ДНС ГРУПП""",2543083050,Высокая,"ООО ""РОНДА""",2540044905
593,"ПАО ""РОССЕТИ""",4716016979,Высокая,"ПАО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН"", ПАО ""РОССЕТИ МР""",5036065113
594,"ПАО ""РОССЕТИ""",4716016979,Высокая,Шульгинов Николай Григорьевич,263204964309
595,МИНПРОМТОРГ РОССИИ,7705596339,Высокая,"ФГУП ""ЗАВОД ИМЕНИ МОРОЗОВА""",4703009607
596,МИНПРОМТОРГ РОССИИ,7705596339,Высокая,РОСКАЧЕСТВО,9705044437
597,"ООО ""ЛВНГ""",2983013832,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА КРАСНОДАР""",2308065678
598,"АО ""КОНЦЕРН ""КАЛАШНИКОВ""",1832090230,Высокая,"АО ""ИМЗ"", АО ""ИЖЕВСКИЙ МЕХАНИЧЕСКИЙ ЗАВОД""",1841030037
599,"АО ""НОВАПОРТ-ГСМ""",7707530340,Высокая,"ООО ""ТЗК ВОЛГА""",3444264875
600,МИНИМУЩЕСТВО РОСТОВСКОЙ ОБЛАСТИ,6163021632,Высокая,"АО ""РКР""",6164306077
601,"ООО ""МАРАТА, 6""",7840086045,Высокая,Лысенко Анна Рэмовна,781100413691
602,Лысенко Анна Рэмовна,781100413691,Высокая,"ООО ""НЕВА-6""",7804024036
603,"ООО ""НЕВА-6""",7804024036,Высокая,"ООО ""НЕВА-11""",7804382465
604,"АО ""РОСНЕФТЕГАЗ""",7705630445,Высокая,Каланда Лариса Вячеславовна,772903259509
605,"ООО ""ЛУКОЙЛ-АЭРО""",7702354081,Высокая,"ООО ""ТЗК ВОЛГА""",3444264875
606,Катиев Дмитрий Михайлович,771977081875,Высокая,"ООО ""ТМХ ФИНАНСЫ""",9704002434
607,"ООО ""АЭРОПОРТ ТОМСК""",7014044882,Высокая,"ООО ""ГАЗПРОМНЕФТЬ - АЭРО ТОМСК""",7014050043
608,Кузяев Андрей Равелевич,590601388519,Высокая,"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276
609,"АО ""АЛМАЗ""",6166055693,Высокая,Вакула Валерий Викторович,616100762976
610,"АО ""БСКБ ""ВОСТОК""",2221181133,Высокая,"АО ""КОНЦЕРН ""СОЗВЕЗДИЕ""",3666127502
611,"АО ""КОНЦЕРН ""СОЗВЕЗДИЕ""",3666127502,Высокая,"АО ""АЛМАЗ""",6166055693
612,"ООО ""ВНГ""",8904094487,Высокая,"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""",8608048498
613,"ООО ""АБС МАГАДАН""",9705149704,Высокая,Краснов Сергей Евгеньевич,732811818328
614,"АО ""НОРИЛЬСКГАЗПРОМ""",2457002628,Высокая,Чистов Андрей Юрьевич,245708290794
615,"ООО ""ТЗК ""ПЛАНЕТА""",3664067801,Высокая,"ООО ""НОВАПОРТ ИНВЕСТ""",7704355394
616,"ООО ""ГАЗПРОМ ЭНЕРГОХОЛДИНГ""",7703323030,Высокая,Федоров Денис Владимирович,402706808108
617,"ООО ПКФ ""АТЛАНТИС-ПАК""",6163026503,Высокая,"ООО ""УТИНЫЙ ОСТРОВ""",6128003983
618,"ООО ""БИЗНЕС ФИНАНС""",7727508400,Высокая,Рышков Андрей Сергеевич,616115092322
619,"ООО ""ИНТЕР ФОРЕСТ РУС""",9703043283,Высокая,"ПАО ""СЕГЕЖА ГРУПП""",9703024202
620,"ПАО ""СЕГЕЖА ГРУПП""",9703024202,Высокая,"ООО ""ГАЛИЧЛЕС""",4433000086
621,"ООО ""ТАВР-ИМУЩЕСТВЕННЫЙ КОМПЛЕКС""",6165181945,Высокая,"ООО ""РКЗ-ТАВР""",6165079035
622,"ООО ""АБС ОРЕНБУРГ""",9705156807,Высокая,Краснов Сергей Евгеньевич,732811818328
623,"ООО ""ИНТЕРГЕОПРОЕКТ""",7710405766,Высокая,"ООО ""НН ТЕХНИЧЕСКИЕ СЕРВИСЫ""",2457063268
624,Саввиди Киряки Георгиевна,616389559320,Высокая,"ООО "" КРАСНОАРМЕЙСКАЯ""",6163227746
625,"ООО ""НАНСЕНА""",6163227880,Высокая,Саввиди Киряки Георгиевна,616389559320
626,"ООО ""АПИК""",6102063473,Высокая,"ООО ПКФ ""АТЛАНТИС-ПАК""",6163026503
627,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ""",5003021311,Высокая,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РОСТОВ-НА-ДОНУ""",6167049710
628,"ООО ""ТРИ МЕДВЕДЯ""",2922009042,Высокая,Буторин Владимир Федорович,292200007994
629,"ООО ""ТРИ МЕДВЕДЯ""",2922009042,Высокая,Хан Герман Борисович,772321720079
630,"ООО ""ОХОТНИЧЬЕ ХОЗЯЙСТВО ""МЕДВЕДЬ""",3517803987,Высокая,Буторин Владимир Федорович,292200007994
631,"ООО ""ОХОТНИЧЬЕ ХОЗЯЙСТВО ""МЕДВЕДЬ""",3517803987,Высокая,Хан Герман Борисович,772321720079
632,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Высокая,"ООО ""НЕВСКАЯ ТРУБОПРОВОДНАЯ КОМПАНИЯ""",4707029837
633,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Высокая,Новак Александр Валентинович,245705620331
634,"ООО ""СТРОЙ-ПРОФИТ""",7728281208,Высокая,"ООО ""ЛИДЕР КОНСОРЦИУМА ""МЦИ МБИР""",7726447190
635,"АО ""НПП ""ФАЗА""",6152000912,Высокая,"ПАО ""ГРАНИТ""",6152000817
636,"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,Высокая,"ООО ""ОПЕРАТОР ЭЛЕКТРОДВИЖЕНИЯ""",9728049431
637,"ООО ""СТАРТАП-СТУДИЯ ДВФУ""",2540273052,Высокая,"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ",2536014538
638,Хан Герман Борисович,772321720079,Высокая,"ООО УК ""РОСВОДОКАНАЛ""",5027116065
639,"ООО ""УНИВЕРСИТЕТСКАЯ СТАРТАП-СТУДИЯ""",1650419070,Высокая,"ПАО ""КАМАЗ""",1650032058
640,"АО ""РОСТОВАЭРОИНВЕСТ""",6163123680,Высокая,"ОАО ""АЭРОПОРТ РОСТОВ-НА-ДОНУ""",6166011054
641,"ООО ""РОНДА""",2540044905,Высокая,Мищенко Андрей Владимирович,250811921948
642,"ООО ""ТРЕТИЙ ПРИМОРСКИЙ ВЕНЧУРНЫЙ ФОНД""",2536293578,Высокая,Мищенко Андрей Владимирович,250811921948
643,"АО ""АЛЬФА-БАНК""",7728168971,Высокая,"ООО ""СТФ КОНСАЛТ""",9704150369
644,"ООО УК ""РОСВОДОКАНАЛ""",5027116065,Высокая,"ООО ""СТФ КОНСАЛТ""",9704150369
645,РОСКАЧЕСТВО,9705044437,Высокая,СОЮЗ НЕЗАВИСИМЫХ СЕТЕЙ,7709440004
646,"ООО ""АРТЕМИДА-ДОН""",6143043412,Высокая,СОЮЗ НЕЗАВИСИМЫХ СЕТЕЙ,7709440004
647,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""",2016005294
648,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""",8622000931
649,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,"ООО ""ГАЗПРОМ ЭНЕРГО""",7736186950
650,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА НАДЫМ""",8903019871
651,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""",8904034777
652,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,РОСИМУЩЕСТВО,7710723134
653,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,Мартынов Виктор Георгиевич,772729263492
654,"ПАО ""ГАЗПРОМ""",7736050003,Высокая,Акимов Андрей Игоревич,772140862280
655,"ПАО ""ГАЗПРОМ НЕФТЬ""",5504036333,Высокая,"АО ""ГАЗПРОМНЕФТЬ-ННГ""",8905000428
656,"ПАО ""ГАЗПРОМ НЕФТЬ""",5504036333,Высокая,"ООО ""ГАЗПРОМНЕФТЬ-ХАНТОС""",8618006063
657,"ПАО ""ГАЗПРОМ НЕФТЬ""",5504036333,Высокая,"ООО ""ГАЗПРОМНЕФТЬ-ЯМАЛ""",8901001822
658,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ""",7838306818,Высокая,"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""",2016005294
659,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ""",7838306818,Высокая,"АО ""НОВОЧЕРКАССКГОРГАЗ""",6150009405
660,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ""",7838306818,Высокая,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ""",5003021311
661,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ""",7838306818,Высокая,Густов Сергей Вадимович,780601327233
662,"ПАО АФК ""СИСТЕМА""",7703104630,Высокая,"АО ""СИСТЕМА ВЕНЧУР КЭПИТАЛ""",7708215920
663,"ПАО АФК ""СИСТЕМА""",7703104630,Высокая,"АО ""СИСТЕМА-ИНВЕСТ""",7704563362
664,"ПАО АФК ""СИСТЕМА""",7703104630,Высокая,"ПАО ""МТС""",7740000076
665,"ПАО АФК ""СИСТЕМА""",7703104630,Высокая,Засурский Артем Иванович,772747725421
666,"ПАО АНК ""БАШНЕФТЬ""",274051582,Высокая,"АО ""СИСТЕМА-ИНВЕСТ""",7704563362
667,"ПАО АНК ""БАШНЕФТЬ""",274051582,Высокая,"ООО ""БАШНЕФТЬ - ПОЛЮС""",2983998001
668,"ПАО АНК ""БАШНЕФТЬ""",274051582,Высокая,"ПАО ""НК ""РОСНЕФТЬ""",7706107510
669,АССОЦИАЦИЯ ЮРИСТОВ РОССИИ,7704272229,Высокая,Степашин Сергей Вадимович,773125043859
670,АССОЦИАЦИЯ ЮРИСТОВ РОССИИ,7704272229,Высокая,Блажеев Виктор Владимирович,501800569899
671,"ООО ""МВМ""",7707548740,Высокая,"ПАО ""М.ВИДЕО""",7707602010
672,"ООО ""МВМ""",7707548740,Высокая,Ужахов Билан Абдурахимович,60501084803
673,"ООО ""ИНФОРМ""",7705514400,Высокая,"ПАО ""БАШИНФОРМСВЯЗЬ""",274018377
674,"ООО ""ИНФОРМ""",7705514400,Высокая,"ООО ""ЛУКОЙЛ-ТЕХНОЛОГИИ""",9709038314
675,"АО ""СБЕРБАНК ЛИЗИНГ""",7707009586,Высокая,"ООО ""ГАРАНТ СЕРВИС""",8905065312
676,"АО ""СБЕРБАНК ЛИЗИНГ""",7707009586,Высокая,ПАО СБЕРБАНК,7707083893
677,"ООО ""АСК РЕНЕССАНС""",9704025921,Высокая,Лупичёва Ирина Владимировна,770800058733
678,"АО ""СИСТЕМА ВЕНЧУР КЭПИТАЛ""",7708215920,Высокая,"ООО ""СВК ФОНД""",7702399621
679,"АО ""СИСТЕМА ВЕНЧУР КЭПИТАЛ""",7708215920,Высокая,Катков Алексей Борисович,772638072405
680,"АО ""ТОМСКНЕФТЬ"" ВНК",7022000310,Высокая,"ООО ""ГПН-ФИНАНС""",8601017300
681,"АО ""ТОМСКНЕФТЬ"" ВНК",7022000310,Высокая,"ООО ""РН-ТРЕЙД""",7804303914
682,"ООО""ГАЗПРОМ ЦЕНТРРЕМОНТ""",5050073540,Высокая,"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""",8622000931
683,"ООО""ГАЗПРОМ ЦЕНТРРЕМОНТ""",5050073540,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""",8904034777
684,"ООО ""ГАЗПРОМ ЭНЕРГО""",7736186950,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА НАДЫМ""",8903019871
685,"ООО ""ГАЗПРОМ ЭНЕРГО""",7736186950,Высокая,"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""",8904034777
686,"ПАО ""НК ""РОСНЕФТЬ""",7706107510,Высокая,"ООО ""РН-ТРЕЙД""",7804303914
687,"ПАО ""НК ""РОСНЕФТЬ""",7706107510,Высокая,Новак Александр Валентинович,245705620331
688,"ПАО ""НК ""РОСНЕФТЬ""",7706107510,Высокая,Акимов Андрей Игоревич,772140862280
689,"ПАО ""НОВАТЭК""",6316031581,Высокая,"ООО ""НОВАТЭК-УСТЬ-ЛУГА""",4707026057
690,"ПАО ""НОВАТЭК""",6316031581,Высокая,Акимов Андрей Игоревич,772140862280
691,"АО ""ГАЗПРОМНЕФТЬ-ННГ""",8905000428,Высокая,"ООО ""ГАРАНТ СЕРВИС""",8905065312
692,"ООО ""СВК ФОНД""",7702399621,Высокая,Катков Алексей Борисович,772638072405
693,Ужахов Билан Абдурахимович,60501084803,Высокая,"ПАО ""М.ВИДЕО""",7707602010
694,"АО ""НОВОЧЕРКАССКГОРГАЗ""",6150009405,Высокая,Узденов Али Муссаевич,616500465632
695,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ""",5003021311,Высокая,Густов Сергей Вадимович,780601327233
696,"ООО ""ГАЗПРОМ ДОБЫЧА НАДЫМ""",8903019871,Высокая,"ООО ""ГАЗПРОМНЕФТЬ-ЯМАЛ""",8901001822
697,"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""",8622000931,Высокая,"КСК ""НОРД"" ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""",8622000931
698,"ООО ""НОВЫЕ ЦИФРОВЫЕ РЕШЕНИЯ""",7707415098,Высокая,"ПАО ""ВЫМПЕЛКОМ""",7713076301
699,"ООО ""НОВЫЕ ЦИФРОВЫЕ РЕШЕНИЯ""",7707415098,Высокая,"ПАО ""МТС""",7740000076
700,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""ВНУКОВО""",7710404473
701,"ПАО ""БАШИНФОРМСВЯЗЬ""",274018377,Высокая,"ООО ""НОВЫЕ ЦИФРОВЫЕ РЕШЕНИЯ""",7707415098
702,"ПАО ""МТС""",7740000076,Высокая,Засурский Артем Иванович,772747725421
703,Степашин Сергей Вадимович,773125043859,Высокая,"ПАО НК ""РУССНЕФТЬ""",7717133960
704,"ПАО НК ""РУССНЕФТЬ""",7717133960,Высокая,Мартынов Виктор Георгиевич,772729263492
705,"ПАО ""ЭСЭФАЙ""",6164077483,Высокая,"ПАО НК ""РУССНЕФТЬ""",7717133960
706,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ акций ""АГАНА-Нефтегаз""",7706219982
707,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""Базис - Долгострочные инвестиции""",7704366195
708,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ долгосрочных прямых инвестиций ""Перспективные проекты""",7704366195
709,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""Базис Риэлти""",7704366195
710,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ акций ""АГАНА-Экстрим""",7706219982
711,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ прямых инвестиций ""Долгосрочные инвестиции - Петровский остров""",7727528950
712,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ облигаций ""АГАНА - Консервативный""",7706219982
713,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""ТехнополисДжиЭс""",3906328893
714,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""Янтарный""",3906328893
715,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ индексный ""АГАНА-Индекс ММВБ""",7706219982
716,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ смешанных инвестиций ""АГАНА - Молодежный""",7706219982
717,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ОПИФ рыночных финансовых инструментов ""Ценные бумаги зарубежной недвижимости""",7727528950
718,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""Региональные инвестиционные проекты""",7706219982
719,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Высокая,"ЗПИФ комбинированный ""Олимп""",7703603950
720,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ЗПИФ ""ПИК Ритейл 5""",7727528950
721,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ООО ""ИРТ""",9714017292
722,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ЗПИФ недвижимости ""Радиант""",7727528950
723,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ЗПИФ прямых инвестиций ""Долгосрочные инвестиции - Петровский остров""",7727528950
724,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ЗПИФ ""ПИК Ритейл 4""",7727528950
725,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ООО ""ГАЛС-ДЕВЕЛОПМЕНТ""",9705138170
726,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ОПИФ рыночных финансовых инструментов ""Ценные бумаги зарубежной недвижимости""",7727528950
727,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ООО ""СФО СИТИ ИНВЕСТ 3""",9702045697
728,"ООО ""БАЛАНС ЭССЕТ МЕНЕДЖМЕНТ""",7727528950,Высокая,"ООО ""СФО СИТИ ИНВЕСТ 2""",9702045672
729,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"АО ""ТРИНФИКО ХОЛДИНГС""",7702330901
730,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,Дарюхина Ольга Юрьевна,771671181664
731,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"ООО ""СФО СИТИ ИНВЕСТ""",9702039887
732,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"АО ""СФО СИТИ ИНВЕСТ 6""",9702045087
733,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"АО ""СФО СИТИ ИНВЕСТ 7""",9702045094
734,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"АО ""СФО СИТИ ИНВЕСТ 9""",9702045129
735,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"АО ""СФО СИТИ ИНВЕСТ 8""",9702045111
736,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"ООО ""СФО СИТИ ИНВЕСТ 3""",9702045697
737,"ООО ""ТПМ СЕКЬЮРИТИЗАЦИЯ""",9702043989,Высокая,"ООО ""СФО СИТИ ИНВЕСТ 2""",9702045672
738,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ОПИФ акций ""АГАНА-Нефтегаз""",7706219982
739,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ОПИФ акций ""АГАНА-Экстрим""",7706219982
740,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ОПИФ облигаций ""АГАНА - Консервативный""",7706219982
741,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ОПИФ индексный ""АГАНА-Индекс ММВБ""",7706219982
742,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ОПИФ смешанных инвестиций ""АГАНА - Молодежный""",7706219982
743,"ООО ""УК ""АГАНА""",7706219982,Высокая,"ЗПИФ комбинированный ""Региональные инвестиционные проекты""",7706219982
744,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"ООО ""СФО СИТИ ИНВЕСТ""",9702039887
745,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"ООО ""СФО РАЗВИТИЯ БАЗОВЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ""",9702043604
746,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"АО ""СФО СИТИ ИНВЕСТ 6""",9702045087
747,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"АО ""СФО СИТИ ИНВЕСТ 7""",9702045094
748,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"АО ""СФО СИТИ ИНВЕСТ 9""",9702045129
749,"ФОНД ""ПРОГРЕСС-1""",9702021569,Высокая,"АО ""СФО СИТИ ИНВЕСТ 8""",9702045111
750,"ООО ""ДОМ.РФ УПРАВЛЕНИЕ АКТИВАМИ""",7704366195,Высокая,"ЗПИФ комбинированный ""Базис - Долгострочные инвестиции""",7704366195
751,"ООО ""ДОМ.РФ УПРАВЛЕНИЕ АКТИВАМИ""",7704366195,Высокая,"ЗПИФ долгосрочных прямых инвестиций ""Перспективные проекты""",7704366195
752,"ООО ""ДОМ.РФ УПРАВЛЕНИЕ АКТИВАМИ""",7704366195,Высокая,"ЗПИФ комбинированный ""Базис Риэлти""",7704366195
753,"ООО ""ДОМ.РФ УПРАВЛЕНИЕ АКТИВАМИ""",7704366195,Высокая,"АО ""ДОМ.РФ""",7729355614
754,"ПАО ""ЛУКОЙЛ""",7708004767,Высокая,"ООО ""ЛИКАРД""",3444197347
755,"ПАО ""ЛУКОЙЛ""",7708004767,Высокая,"ООО ""ЛУКОЙЛ-НИЖНЕВОЛЖСКНЕФТЬ""",3444070534
756,БАНК ВТБ (ПАО),7702070139,Высокая,"ЗПИФ ""ПИК Ритейл 5""",7727528950
757,БАНК ВТБ (ПАО),7702070139,Высокая,"ЗПИФ недвижимости ""Радиант""",7727528950
758,БАНК ВТБ (ПАО),7702070139,Высокая,"ЗПИФ ""ПИК Ритейл 4""",7727528950
759,"ООО ""УК ""ЛЕРТА КАПИТАЛ""",3906328893,Высокая,"ЗПИФ комбинированный ""ТехнополисДжиЭс""",3906328893
760,"ООО ""УК ""ЛЕРТА КАПИТАЛ""",3906328893,Высокая,"ЗПИФ комбинированный ""Янтарный""",3906328893
761,"ООО ""УК ""ЛЕРТА КАПИТАЛ""",3906328893,Высокая,"ООО ""ИНФРАСТРУКТУРА ТК""",7734257891
762,"ООО ""ВЕЛЕС ТРАСТ""",7703603950,Высокая,Гнедовский Алексей Дмитриевич,770200079259
763,"ООО ""ВЕЛЕС ТРАСТ""",7703603950,Высокая,"ЗПИФ комбинированный ""Олимп""",7703603950
764,"ООО ""ЦЕНТР ЭКСПЕРТИЗ""",9702036646,Высокая,"АО ""ТРИНФИКО ХОЛДИНГС""",7702330901
765,"ООО ""ЦЕНТР ЭКСПЕРТИЗ""",9702036646,Высокая,Дарюхина Ольга Юрьевна,771671181664
766,"ООО ""ЦЕНТР ЭКСПЕРТИЗ""",9702036646,Высокая,"ООО ""СФО РАЗВИТИЯ БАЗОВЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ""",9702043604
767,"ООО ""ГАЛС-ДЕВЕЛОПМЕНТ""",9705138170,Высокая,ООО СБЕРЕЖЕНИЯ ПЛЮС,7722270922
768,"ООО ""ГАЛС-ДЕВЕЛОПМЕНТ""",9705138170,Высокая,Мухин Андрей Анатольевич,773608409195
769,"ООО ""ГСГ""",7707554790,Высокая,Кобозев Роман Васильевич,682900929597
770,"ФЛ ""ДЖИКЕЙ ДРИЛЛИНГ ТУЛС ЛИЗИНГ КОМПАНИ ЛТД""",9909306673,Высокая,Кобозев Роман Васильевич,682900929597
771,"ПАО ""РОСТЕЛЕКОМ""",7707049388,Высокая,"ПАО ""БАШИНФОРМСВЯЗЬ""",274018377
772,"ООО ""ЛАБИРИНТ-М""",7727777402,Высокая,"ООО ""МЕРКУРИЙ РИТЕЙЛ ХОЛДИНГ""",9703127582
773,"АО ""МТТ""",7705017253,Высокая,"ПАО ""МТС""",7740000076
774,"АО ""МТТ""",7705017253,Высокая,Васильев Евгений Сергеевич,780405859400
775,"ООО ""ИРТ""",9714017292,Высокая,ООО СБЕРЕЖЕНИЯ ПЛЮС,7722270922
